2010년, 절도 , 장물 , 사기 , 횡령 , 배임 , 손괴 , 살인 , 강도 , 방화 , 강간 , 폭행 , 상해 , 협박 , 공갈 , 약취와유인 , 체포와감금 , 폭력행위등(단체등의구성.활동) , 폭력행위등처벌에관한법률위반 , 통화 , 유가증권.인지.우표 , 문서 , 인장 , 직무유기 , 직권남용 , 수뢰 , 증뢰 , 간통 , 혼인빙자간음 , 기타음란행위 , 도박과복표 , 신앙 , 과실치사상 , 업무상과실치사상 , 실화 , 명예 , 권리행사방해 , 신용업무경매 , 주거침입 , 비밀침해 , 유기 , 낙태 , 아편 , 교통방해 , 공무방해 , 도주와범인은닉 , 위증과증거인멸 , 무고 , 공안을해하는죄 , 내란의죄 , 음용수에관한죄 , 일수와수리에관한죄 , 기타 , 가정폭력범죄의처벌등에관한특례법 , 개발제한구역의지정및관리에관한특별조치법 , 개항질서법위반 , 건설기계관리법위반 , 건설산업기본법위반 , 건축법위반 , 고용보험법위반 , 골재채취법위반 , 공업배치및공장설립에관한법률위반 , 공유수면관리법위반 , 공중위생관리법위반 , 공직선거법위반 , 관세법위반 , 교통사고처리특례법위반 , 국가기술자격법위반 , 국가보안법위반 , 국민연금법위반 , 근로기준법위반 , 낚시어선업법위반 , 내수면어업법위반 , 노동조합및노동관계조정법위반 , 농산물품질관리법위반 , 농수산물유통및가격안정에관한법률 , 농업협동조합법위반 , 농지법위반 , 담배사업법위반 , 대기환경보전법위반 , 대부업등의등록및금융이용자보호에관한법률 , 대외무역법위반 , 도로교통법위반 , 도로교통법위반(무면허운전) , 도로교통법위반(음주운전) , 도로교통법위반(음주측정거부) , 도로법위반 , 도시계획법위반 , 도시공원법위반 , 독점규제및공정거래에관한법률위반 , 디자인보호법위반 , 마약류관리에관한법률위반(대마) , 마약류관리에관한법률위반(마약) , 마약류관리에관한법률위반(향정) , 마약류불법거래방지에관한특례법위반 , 민사소송법위반 , 밀항단속법위반 , 방문판매등에관한법률위반 , 배타적경제수역의외국인어업등에관한법률 , 범죄수익은닉의규제및처벌등에관한법률 , 변호사법위반 , 병역법위반 , 보건범죄단속에관한특별조치법위반 , 부동산등기특별조치법위반 , 부동산실권리자명의등기에관한법률 , 부동산중개업법위반 , 부정경쟁방지및영업비밀보호에관한법률위반 , 부정수표단속법위반 , 사행행위등규제및처벌특례법위반 , 산림자원의조성및관리에관한법률위반 , 산업안전보건법위반 , 산업재해보상보험법위반 , 상법위반 , 상표법위반 , 석유사업법위반 , 선박안전법위반 , 선박직원법위반 , 선원법위반 , 성매매위반 , 소방기본법위반 , 소음.진동관리법위반 , 수도법위반 , 수산업법위반 , 수산자원관리법위반 , 수산자원보호령위반 , 수상레저안전법위반 , 수질환경보전법위반 , 식품위생법위반 , 신용정보의이용및보호에관한법률위반 , 실용신안법위반 , 액화석유가스의안전관리및사업법위반 , 약사법위반 , 여객자동차운수사업법위반 , 여권법위반 , 여신전문금융업법위반 , 오수.분뇨및축산폐수의처리에관한법률위반 , 옥외광고물등관리법위반 , 외국환거래법위반 , 유사수신행위의규제에관한법률위반 , 유선및도선사업법위반 , 유해화학물질관리법위반 , 윤락행위등방지법위반 , 음반.비디오물및게임물에관한법률위반 , 의료법위반 , 자동차관리법위반 , 자동차손해배상보장법위반 , 자연공원법위반 , 저작권법위반 , 전기사업법위반 , 전기통신기본법위반 , 전기통신사업법위반 , 전염병예방법위반 , 전투경찰대설치법위반 , 전파법위반 , 정보통신망이용촉진등에관한법률위반 , 정치자금법위반 , 조세범처벌법위반 , 조수보호및수렵에관한법률위반 , 주민등록법위반 , 주차장법위반 , 주택건설촉진법위반 , 증권거래법위반 , 지방세법위반 , 지하수법위반 , 직업안정법위반 , 집회및시위에관한법률위반 , 철도법위반 , 청소년보호법위반 , 청소년의성보호에관한법률위반 , 체육시설의설치.이용에관한법률위반 , 총포.도검.화약류등단속법위반 , 축산물가공처리법위반 , 출입국관리법위반 , 컴퓨터프로그램보호법위반 , 통신비밀보호법위반 , 특가법(도주차량) , 특허법위반 , 폐기물관리법위반 , 풍속영업의규제에관한법률위반 , 하천법위반 , 학교보건법위반 , 항만법위반 , 항만운송사업법위반 , 해양오염방지법위반 , 향토예비군설치법위반 , 화재보험위반 , 기타특별법 
서울특별시 종로구,1699,86,1769,265,50,362,7,32,28,226,1333,595,30,28,1,9,17,351,26,16,254,2,6,5,8,1,4, - ,2,85,1,13,19,12,162,23,173,45,1, - ,1, - ,11,152,2,8,37,1, - , - , - , - , - ,2, - , - ,2,18,1, - , - , - ,7,12,2,1217,1,5, - ,297, - , - ,7,8, - , - , - ,9,4,13,1,109,561,681,10,49, - , - , - ,19,4, - ,19, - , - , - ,2, - , - ,9,37,2, - ,3,1,6,100,23, - ,2, - ,2,324, - , - , - , - ,105, - , - , - , - , - , - , - , - ,123, - ,1,1,13, - ,4,86, - ,7,15,1, - ,10, - ,31,16,40,169, - ,244, - ,4, - , - ,1,1,119, - ,78, - ,9,4, - ,5, - , - ,21,54, - ,44,1,1,5, - ,22,1, - ,29,2, - , - , - , - , - , - , - ,42, - ,345
서울특별시 중구,1853,23,2360,280,76,322,8,27,11,397,1386,509,34,20,2,1,17,405,655,20,183,3,5,4,7,1,3, - ,3,103, - ,16,27,52,161,25,167,37, - ,2, - , - ,22,124,2,6,25, - , - , - , - , - , - ,1, - , - ,4,14,5, - , - , - ,2,15,6,1396,2,1, - ,386, - , - ,6,10, - , - , - ,3,2,46,3,71,1749,1138,10,111, - , - , - ,6,3, - ,16, - , - ,1,4, - , - ,7,40,2, - ,2,1,9,240,80, - ,9, - ,3,855, - , - , - , - ,213, - ,1, - , - , - , - , - , - ,57,3,1, - ,31,3, - ,42, - ,2,42,2, - ,4, - ,13,14,99,94, - ,221, - , - , - , - ,1,2,229, - ,47, - ,22,8, - ,1, - , - ,8,67, - ,38, - ,3,1,1,46, - ,1,25,5, - ,4, - , - , - , - , - ,34, - ,461
서울특별시 용산구,1217,47,1467,209,46,271,9,40,5,142,863,421,20,16,2,3,16,302,69,5,114, - ,2,2,3,1,9, - ,2,34, - ,12,9,3,86,18,67,35, - , - ,1, - ,15,95, - ,15,16,1, - , - , - , - ,3, - , - , - ,2,10,1, - , - , - ,2,8,1,1063, - ,4, - ,110, - , - , - ,4, - , - , - , - ,1,12,1,191,255,519,14,48, - , - , - ,2,39,2,65, - , - ,2, - , - , - ,1,55,1,1,5, - ,5,106,1,1,3, - , - ,87, - , - , - , - ,42, - , - , - , - , - , - , - , - ,82, - , - , - ,7,2, - ,24, - ,13,7, - , - ,7, - ,4,6,78,174, - ,160, - ,6, - , - , - ,32,163, - ,103, - ,10,16, - ,1, - , - ,5,16, - ,39,1, - ,3,2,12, - ,1,71,1, - , - , - ,4, - , - , - ,80, - ,345
서울특별시 성동구,1349,7,1012,159,24,296,11,29,7,111,883,302,10,15,1,4,14,212,5,19,67,4,1,1,2,1,8, - ,4,47,1,9,16,7,68,13,77,21, - ,1, - , - ,5,47, - ,1,23, - , - , - , - , - , - , - , - , - ,1,36, - , - , - , - ,1,7,3,1010, - ,2, - ,212, - , - ,4,7, - , - , - ,1,13,12,4,118,416,1044,4,274, - , - , - ,1,5,1,21, - , - , - ,1, - , - , - ,68,2, - ,3, - ,1,33, - , - ,14,1, - ,20, - , - , - , - ,40, - , - , - , - , - , - , - , - ,26, - ,1, - ,8,1,1,6, - ,21,5,3, - ,6, - ,1,5,77,72, - ,58, - ,1, - , - ,1,3,181, - ,34, - ,10,3, - , - , - , - , - , - , - ,35,3,3,6,8,58, - , - ,23,4,2,1, - ,5, - , - , - ,64, - ,366
서울특별시 광진구,2458,22,1818,208,37,442,11,52,13,249,1155,615,36,26, - ,6,12,384,89,13,134, - ,1,2,4,4,17, - ,9,66, - ,15,19,6,117,39,120,70, - , - ,1, - ,4,114, - ,83,53, - , - , - , - , - ,2,1, - , - ,4,5,1, - , - , - ,7,10,1,1395,4, - , - ,176, - , - , - ,6,1, - , - ,2,1,28,1,107,188,941,6,148, - , - , - ,1,7,1,12, - ,1, - ,6, - , - ,7,95, - ,2,6, - ,3,92,1,1,8, - ,1,30, - , - , - , - ,182, - , - , - , - , - , - , - , - ,66,1,2, - ,6,1,1,24, - ,2,11,2, - ,5, - ,1,17,48,112, - ,115, - , - , - , - , - ,5,116, - ,38, - ,21, - , - , - ,1, - ,4,5, - ,61,5, - ,4,4,9, - , - ,49,3,1, - , - ,4, - , - , - ,89,15,580
서울특별시 동대문구,1773,25,2103,233,50,296,14,57,17,182,1547,364,21,41,2,5,13,400,291,16,128,3,5,3,9,3,13,2,8,65,1,8,12,16,106,36,161,36,1,2, - , - , - ,109,5,15,61, - , - , - , - , - ,1,1, - , - ,4,20,2, - , - , - ,6,24,2,1583, - , - , - ,256, - , - ,6,19, - , - , - , - ,11,13,2,159,326,856,10,142, - , - , - ,2,14, - ,49, - , - , - ,10, - , - ,7,113,5, - ,6, - ,6,145,10, - ,14, - ,2,48, - , - , - , - ,75, - ,1, - , - , - , - , - , - ,75, - ,1, - ,23,1, - ,25, - ,11,17,4, - ,19, - , - ,16,327,191, - ,152, - , - ,1, - , - ,3,106,2,49, - ,15,8, - , - , - , - , - , - , - ,68, - ,1,4,41,50, - , - ,49,3,1, - , - ,1, - , - , - ,96,1,622
서울특별시 중랑구,1744,16,1614,166,19,507,12,33,31,189,1795,630,28,46,2,8,16,506,42,5,125, - ,7,4,2,1,12,1,5,142,1,16,9,10,117,31,226,53, - ,4,1, - ,8,140,5,11,39, - , - , - , - , - , - ,27, - , - ,65,23,2, - , - , - ,3,25,3,1640,2, - , - ,222, - , - ,1,10, - , - , - , - ,1,3,1,164,381,1877,10,189, - , - , - ,1,1,1,26, - , - , - , - , - , - ,11,143,9, - ,3, - ,3,40,6, - ,4,2,69,35, - , - , - , - ,112, - ,1, - , - , - , - , - , - ,63,1,1, - ,9, - , - ,21, - ,2,5,3, - ,10,1, - ,9,68,136, - ,167, - ,2,1, - , - ,6,326,1,37, - ,22,4, - , - , - , - ,4,1, - ,87,13,9, - ,5,18, - , - ,64,1,4, - , - ,5, - , - , - ,95,1,610
서울특별시 성북구,1998,8,1127,153,30,374,15,34,16,171,1196,330,18,44,2,3,9,305,58,10,98,2,2,1,6,2,8,1,7,47, - ,14,16,24,106,21,91,50, - , - ,1, - ,2,82, - ,5,28,1, - ,1, - ,1, - , - , - , - ,3,12,3, - , - , - ,3,15,3,1443,3,1,1,163, - , - ,2,5, - , - , - ,1,3,11, - ,122,442,1252,7,91, - , - , - , - ,6,2,25, - , - , - ,6, - , - ,2,90,4, - ,16, - ,3,79,9, - ,8, - , - ,35, - , - , - , - ,142, - , - , - , - , - , - , - , - ,68, - ,1, - ,4,3, - ,8, - ,2,4,2, - ,12, - ,2,18,527,204, - ,122,1,3, - , - , - ,6,197, - ,22, - ,17, - , - , - , - , - ,5,1, - ,56,2,2,2,3,48, - , - ,59,2, - , - , - ,1, - , - , - ,86,9,464
서울특별시 강북구,1382,9,1688,223,26,306,7,35,17,175,1328,460,23,38,3,7,9,378,63,8,113,2, - ,4,4, - ,11, - ,4,66,2,13,11,10,132,20,131,26,1, - ,1, - ,6,145,10,16,43, - , - ,1, - , - ,1,1, - , - ,3,30,7, - , - , - ,2,4, - ,1134, - , - , - ,160, - , - ,1,5, - , - , - , - ,2,21,1,61,258,967,7,37, - , - , - , - ,2,1,18, - , - , - ,1, - , - ,6,110,6, - ,2,1, - ,99, - ,3,7, - ,1,35, - , - , - , - ,42, - , - , - , - , - , - , - , - ,65, - ,2, - ,15, - , - ,9, - ,1,4,2, - ,8, - , - ,18,166,60,1,129, - ,2, - , - , - ,3,115, - ,21, - ,12,8, - , - , - , - ,1, - , - ,60,3,3,1, - ,25,1, - ,36,3,1, - , - ,5, - , - , - ,90,15,477
서울특별시 도봉구,1047,5,1072,167,29,222,5,16,8,97,921,259,17,22, - ,1,3,182,68,5,88,1,3,3,2, - ,9, - ,2,50, - ,4,9,32,73,21,82,20,1,1, - , - , - ,39,7,19,18, - , - , - , - , - , - ,9, - , - , - ,4,1, - , - , - ,5,6, - ,847, - ,2, - ,119, - , - ,1,5, - , - , - ,1, - ,13, - ,69,262,544,4,103, - , - ,1, - ,1, - ,16, - , - , - ,2, - , - , - ,86,5, - ,2,1,1,43, - ,3, - , - , - ,27,1, - , - , - ,147, - , - , - , - , - , - , - , - ,54, - , - , - ,6, - , - ,5, - ,5,4,2, - ,8, - ,4,8,205,61,1,152, - ,3, - , - , - ,1,83, - ,21, - ,14,19, - , - , - , - ,3,1, - ,37, - , - ,1,2,27, - , - ,39,2,7, - , - ,4, - , - , - ,32,5,368
서울특별시 노원구,1520,10,1457,173,44,316,16,38,23,166,1330,473,21,42,7,7,13,370,87,7,141,2,4,3,5, - ,10, - ,6,62,2,12,23,10,116,28,113,44, - ,2, - , - ,2,87,6,60,68, - , - , - , - , - ,1,6, - , - ,1,14,10, - , - , - ,4,17,2,1569,1,1, - ,158, - , - ,3,3, - , - , - ,2,2,14,1,166,228,1376,13,122, - , - , - ,2,24,1,33, - , - , - ,7, - , - ,6,116,5, - ,2, - ,2,57,1, - ,6, - ,2,19, - , - , - , - ,35, - , - , - , - , - , - , - , - ,125, - , - , - ,5,9,1,13, - ,3,4,2, - ,10, - ,1,8,189,118, - ,141, - ,1, - , - , - ,2,234, - ,23, - ,20,7, - , - , - , - ,14,2, - ,53,6,1,1,1,7, - ,1,57,3,3, - ,1,8, - , - , - ,41, - ,558
서울특별시 은평구,1640,9,1246,132,23,383,11,32,13,151,1193,639,27,21,1,3,14,378,80,15,110,1,4,3,4, - ,11, - ,5,77, - ,18,13,11,138,26,125,54,1,1, - , - ,9,120,2,3,28, - , - , - , - , - ,2,7, - , - ,5,3, - , - , - , - ,2,13,1,1251, - , - , - ,100, - , - ,4,5, - , - ,1, - ,1,13,1,156,380,1201,8,163, - , - , - , - ,5, - ,23, - , - , - ,6, - , - , - ,111,1, - ,1,1, - ,85,1, - ,4, - , - ,22, - , - , - , - ,220,1, - , - , - , - , - , - , - ,63, - ,2, - ,10,3, - ,10, - ,2,5,3, - ,6, - ,3,18,35,89, - ,274, - ,2, - , - , - ,1,276,1,37, - ,21,6, - , - , - , - ,15,3, - ,69,3, - , - ,2,13, - , - ,44,2, - , - , - ,6, - , - , - ,134, - ,514
서울특별시 서대문구,1726,13,1489,166,34,320,18,28,8,150,853,442,19,22,1,2,7,319,55,12,91,2,3,2,7,1,7, - ,2,42, - ,11,11,8,123,26,124,38,1, - , - , - ,12,117, - ,4,20,1, - , - , - ,1, - , - , - , - ,5,15, - , - , - , - ,5,9,1,1074,1,7, - ,64, - , - , - ,1, - , - ,1, - , - ,8,1,87,343,793,7,110, - , - , - , - ,11, - ,12, - , - , - ,1, - , - ,4,79,1, - ,5, - ,1,91,2, - ,5, - , - ,18, - , - , - , - ,94, - , - , - , - , - , - , - , - ,70,2, - , - ,3,1, - ,13, - ,5,10,1, - ,6, - , - ,11,66,185, - ,93, - ,1, - ,1,1,1,83, - ,29, - ,10,3, - , - , - , - ,8,8, - ,62, - ,4,3, - ,9, - , - ,39,2,1,1, - ,31, - , - , - ,89, - ,386
서울특별시 마포구,1689,10,1459,224,52,368,1,27,3,226,943,716,35,24,1,3,11,469,68,10,137,1,4,7,3,1,11, - ,9,51, - ,16,22,17,147,17,161,45, - , - , - , - ,8,127,2,56,35, - , - , - , - , - ,2, - , - , - ,2,23, - , - , - , - ,2,5,2,1519,2,3, - ,259, - , - ,4,10, - , - , - ,2,4,30,1,144,372,1511,19,278, - , - , - ,4,13, - ,16, - , - , - ,6, - ,1,4,73,3,1,10, - ,8,102,6,1,3,1, - ,21, - , - , - , - ,288, - , - , - , - , - , - , - , - ,153,3, - , - ,5, - ,1,62, - ,26,4, - , - ,6, - ,1,24,104,177, - ,533,1,1, - , - , - ,8,132, - ,34, - ,11,5, - , - , - , - ,12,8, - ,75,3,2,3,1,14, - , - ,86,2, - ,1, - ,6, - , - , - ,112, - ,543
서울특별시 양천구,1574,8,1674,242,48,339,9,33,10,121,1122,334,22,37, - ,2,9,254,82,9,205, - ,5,5,13,1,13, - ,4,49, - ,8,12,3,117,26,112,43, - , - , - , - , - ,88,3,97,52, - , - , - , - , - ,5,13, - ,1,3,9,2, - , - , - ,4,16, - ,1223, - , - , - ,280, - , - ,2,18, - , - ,1, - ,7,50, - ,177,310,1283,17,244, - , - , - , - ,2,1,13, - , - , - ,2, - ,1,7,99,4,3,13, - ,3,109,15, - ,5, - , - ,30, - , - , - , - ,40, - , - , - , - , - , - , - , - ,60,1,1, - ,23,5, - ,23, - ,6,5,1, - ,10, - ,1,9,126,115, - ,107, - , - , - , - ,2,9,478,1,44, - ,21, - , - , - , - , - ,1,2, - ,44,4,2,1,1,11, - ,2,48,3, - , - , - ,2, - , - , - ,136, - ,455
서울특별시 강서구,2690,9,2415,338,56,473,7,61,15,231,1564,591,25,57,4,4,15,420,139,13,147,4,7,4,4,1,23, - ,9,89, - ,19,19,11,129,59,141,63, - ,3,2, - ,1,155,2,15,32, - , - ,1, - , - ,1,39, - ,1,2,20,2,3, - , - ,4,10,6,1638,5, - ,1,333, - , - ,1,9, - , - ,5, - ,7,45,1,165,505,1418,16,459, - , - , - ,3,3,3,29, - , - ,3,1, - , - ,12,135,8,1,6, - ,7,92,2,2,12, - , - ,42, - , - , - , - ,73, - , - , - ,1, - , - , - , - ,101, - , - , - ,14,2,1,27, - ,2,150, - , - ,26, - , - ,23,137,199, - ,160, - ,1, - , - ,1,11,485, - ,86, - ,21,25, - , - , - , - ,6,3, - ,190, - , - ,9, - ,11, - , - ,67,3,3, - , - ,8, - , - , - ,182, - ,626
서울특별시 구로구,2230,24,1845,241,64,370,17,39,15,271,1257,723,28,27,3,3,11,422,98,11,134, - ,2,4,4, - ,14, - ,4,92, - ,10,17,3,98,22,159,38, - ,1, - , - ,3,112, - ,8,30,1, - , - , - , - ,5,3, - ,2,3,10,3, - , - , - ,1,13,3,1321,2,2,1,463, - , - ,1,7, - , - , - ,1,5,14,1,150,322,934,8,91, - , - , - ,6,1, - ,19, - , - , - ,1, - , - ,7,102,15,1,1,1,8,134, - , - ,8, - , - ,21, - , - , - , - ,70, - , - , - , - , - , - , - , - ,125,2,2, - ,20,2,1,59, - ,2,7,14, - ,21, - ,1,16,90,176, - ,238, - , - ,1, - , - ,5,129,2,65, - ,12,1, - ,3, - , - ,2,2, - ,50,2,2,8,3,7,2,1,48,8,2, - , - ,1, - , - , - ,70, - ,568
서울특별시 금천구,1368,3,1189,118,31,249,8,36,14,126,793,381,13,14,2,6,9,282,55,6,57,3, - , - ,3,1,9, - ,4,44, - ,3,7,7,69,12,98,32, - ,2, - , - ,1,107,2,1,9, - , - , - , - , - ,3, - , - , - ,3, - , - , - , - , - ,3,10,2,1009, - ,1, - ,351, - , - ,2,2, - , - , - , - ,4,9, - ,141,157,707,8,90, - , - , - , - , - ,6,15, - , - , - ,1, - , - ,2,64,1, - ,1, - ,7,46, - , - ,8, - , - ,12, - , - , - , - ,368, - , - , - , - , - , - , - , - ,106, - ,3, - ,6, - , - ,34, - ,4,6,1, - ,6, - , - ,8,44,122, - ,207, - ,1, - , - , - ,1,75, - ,50, - ,7, - , - ,1, - , - ,8,1, - ,39,1, - ,2, - ,6,1, - ,55,5, - , - ,1, - , - , - , - ,81, - ,383
서울특별시 영등포구,2642,27,2746,361,75,513,34,73,20,275,1737,905,33,38,3,5,31,588,37,18,177,7,6,2,7,4,20, - ,14,268, - ,27,24,7,184,43,207,55, - , - , - , - ,11,190,7,14,45,1, - , - , - , - ,2,3, - ,3,3,11,9, - , - , - ,1,16,1,1924,1, - , - ,548, - , - ,5,15, - , - , - , - ,6,17,1,1282,444,1231,10,156, - , - ,1,5,1,2,32, - , - , - ,4, - , - ,12,99,4,3,2, - ,6,160, - , - ,27,1,2,28, - , - , - , - ,159, - , - , - , - , - , - , - , - ,90, - ,7, - ,17, - , - ,50, - ,16,18,15, - ,12, - ,2,26,62,144, - ,232, - , - , - , - , - ,9,205,290,101, - ,30,2, - ,5, - , - ,8,31, - ,56,2, - ,8,1,22,1, - ,92,12,1, - , - ,1, - , - , - ,172, - ,753
서울특별시 동작구,1659,7,1651,168,41,297,8,36,14,302,1008,387,37,19,1,3,6,254,5,11,76, - ,1,1,2,1,6, - ,3,93, - ,16,19,7,82,27,102,41, - , - , - , - ,3,85, - ,8,21, - , - , - , - , - ,4, - , - , - , - ,10,1, - , - , - , - ,9,2,999,1,3,1,138, - , - ,1,3,1, - , - ,1,1,12, - ,2014,275,715,3,92, - , - ,1,3,3,1,12, - , - , - ,3, - , - ,6,65,4,1,4, - ,1,83,9, - ,5, - ,4,22, - , - , - , - ,69, - , - , - , - , - , - , - , - ,46,1, - , - ,4, - , - ,11, - ,39,5,8, - ,4, - , - ,8,71,99, - ,118, - ,1, - , - , - ,2,183, - ,29, - ,13,6, - , - , - , - ,2,12, - ,26,2, - ,2, - ,7, - ,2,44, - ,1, - , - ,1, - , - , - ,110, - ,379
서울특별시 관악구,2419,16,1944,186,30,472,13,57,15,434,2006,483,39,38,5,5,24,465,94,6,100,2,4,4,6,3,21,1,2,102,1,18,13,7,142,31,226,76,1,1,1, - ,5,186,2,5,32, - , - ,1, - , - ,1, - , - , - ,2,10,2,1, - , - ,4,25,1,1577,1, - ,1,299, - , - , - ,8, - , - , - ,2,1,13,1,199,318,982,16,77, - , - , - , - ,4,3,32, - , - , - ,12, - , - , - ,189,3,2,3,1,1,47,2, - ,4, - , - ,16, - , - , - , - ,206, - , - , - , - , - , - , - , - ,100,1, - , - ,15,4, - ,33, - ,61,5,24, - ,9, - ,5,20,365,104, - ,266,1,1, - , - , - ,4,303, - ,25, - ,21,1, - , - , - , - ,10,1, - ,85,4,1,2,4,4,1, - ,79,1, - ,4, - ,5, - , - , - ,230, - ,573
서울특별시 서초구,2051,22,5243,618,184,396,10,45,14,378,1397,416,39,45,4,8,11,329,73,51,365,6,6,3,12,1,9,1,5,107,1,19,40,15,173,110,174,47,1,3, - , - ,6,134,1,323,147, - , - , - , - , - ,7,24, - , - ,5,15, - , - , - , - ,8,7,4,1855,5,1, - ,995, - , - ,3,6, - , - ,1, - , - ,61,2,138,391,2114,22,169, - , - , - ,1,12,2,42, - , - , - ,3, - ,2,34,127,6,1,12, - ,16,150,2, - ,9,1,19,56, - , - , - , - ,327, - , - , - , - , - , - , - , - ,103, - ,3, - ,11,8, - ,34, - ,6,10,42, - ,7, - ,3,29,130,207,1,296,1, - , - ,1, - ,7,191, - ,120, - ,22,6, - ,1, - , - ,12,31, - ,66,4, - ,2,1,11,1,1,138,11,6,2, - , - , - , - , - ,385, - ,936
서울특별시 강남구,3977,25,8489,973,220,776,15,83,11,434,2208,986,83,77,2,20,38,741,86,57,362,6,8,4,19,10,21,2,12,161, - ,29,82,27,241,129,258,76, - ,1, - , - ,6,190,4,20,85, - , - , - , - , - ,3,25, - , - ,14,20,1, - , - , - ,23,11,32,3136,7, - , - ,2820, - , - ,18,19, - , - , - ,2,3,54,12,392,732,2505,42,291, - , - , - ,2,51,2,147, - , - , - ,10, - ,1,24,157,6, - ,18, - ,43,167,7, - ,13, - ,5,75, - , - , - , - ,955, - , - , - , - , - , - , - , - ,469,1,2, - ,23,13,1,122, - ,26,37,83, - ,5, - ,5,127,180,386, - ,957, - , - ,1, - , - ,9,313, - ,152, - ,32,1, - ,11, - , - ,15,10, - ,191,5,5,9,5,28,4, - ,189,11,1,3, - ,5, - , - , - ,381, - ,1146
서울특별시 송파구,3430,19,2647,383,91,589,9,47,14,280,1840,615,49,53,3,11,12,444,13,6,169,5,3, - ,15,5,15,1,6,87,1,19,27,6,145,49,178,77,1,1, - , - ,2,135,1,12,36,1, - , - ,1, - ,3,5, - ,1,4,27,6, - , - , - ,3,7, - ,2329,2, - , - ,515, - , - ,4,18,10,1,1,3,3,15,2,190,560,2134,23,174, - , - , - ,2,9, - ,36, - , - , - ,8, - , - ,9,136,2, - ,2, - ,8,190,4, - ,14, - ,2,38, - , - , - , - ,55,1, - , - , - , - , - , - , - ,101,1,1,2,16,4, - ,61, - ,12,7,19, - ,7, - ,3,26,54,209, - ,185, - , - ,2,2,3,6,172,2,63, - ,23, - , - ,1, - , - ,7,1, - ,74,4,5,3, - ,23, - ,3,81,7,1,1, - ,2, - , - , - ,158,1,874
서울특별시 강동구,1950,6,1553,195,22,453,18,36,21,187,1306,608,24,27, - ,4,9,365,104,15,101,4,1, - ,5,1,13, - ,6,62,2,11,14,7,113,26,159,41, - ,2, - , - ,4,92, - ,4,10, - , - , - , - , - ,2,17, - , - ,1,9, - , - , - , - ,2,7,2,1257,1, - , - ,325, - , - ,1,3, - ,1, - ,1,5,14, - ,100,332,1170,14,98, - , - , - ,2,4,2,18, - , - , - ,4, - , - ,3,116,2,1,1, - ,1,45, - , - ,12, - , - ,43,1, - , - , - ,38, - , - , - , - , - , - , - , - ,80, - ,1,1,8,6, - ,19, - ,40,5,5, - ,8, - ,1,19,65,167, - ,135, - , - , - , - , - ,3,72, - ,30, - ,14,1, - , - , - , - ,1, - , - ,57,15,2,1,1,15, - ,2,33,6, - , - , - , - , - , - , - ,82, - ,458
부산광역시 중구,1145,26,723,68,7,97,5,11,7,51,206,356,11,11, - ,3,5,174,7,1,94,1,2, - ,2, - ,3, - , - ,190, - ,1,4,3,29,14,21,6, - , - , - , - ,1,34,2, - ,6, - , - , - , - , - , - , - ,2, - , - ,5, - , - , - ,1, - ,1,110,452, - , - , - ,69, - , - , - ,4, - , - , - ,3, - ,11,28,45,136,845,11,12, - , - , - , - , - ,1,23, - , - ,15, - , - ,3,1,8,1, - , - , - ,3,33,15,1,1, - , - ,129, - ,1,1,1,8, - , - , - , - , - , - , - , - ,109, - ,1, - ,20, - ,1,13, - ,1,37, - , - ,3, - , - ,34,43,47, - ,44, - , - , - ,6, - ,1,17, - ,9, - ,5,15, - , - , - , - ,10, - , - ,23,1, - , - ,1,17, - ,1,10, - ,1, - , - , - , - , - , - ,7,7,102
부산광역시 서구,975,75,475,59,1420,106,4,23,6,40,171,245,6,12,2,1,4,125,7,2,78,2,1, - , - , - ,2, - ,1,93, - , - ,13,9,41,3,14,15, - ,1, - , - ,3,27,1,2,3, - , - , - , - , - , - , - ,1,1,1,24, - , - , - , - , - ,2,2,491, - , - , - ,55, - , - , - ,3, - , - , - ,6, - ,2,1,41,70,776,3,21, - , - , - , - ,1,2,61, - , - ,1,1, - , - ,3,17,2, - ,1, - , - ,23,9, - ,4,1, - ,5, - ,1,3,1,20, - , - , - ,1,1, - , - , - ,40, - , - , - ,2, - , - ,3, - , - ,1, - , - ,1, - , - ,1,28,23, - ,55, - , - , - , - , - ,1,32, - ,4, - ,7,10, - , - , - , - ,4, - , - ,7,2, - , - ,3,3, - , - ,22, - ,2, - , - ,2, - ,1, - ,30, - ,137
부산광역시 동구,1071,29,1051,103,15,124,10,20,15,76,287,381,10,15, - ,3,7,140,7,5,63,1,1, - ,4, - ,7, - ,1,321, - ,3,7,2,56,8,45,20, - , - , - , - , - ,49,2,1,18, - , - , - , - , - , - , - ,1,1, - ,27,1, - , - , - , - ,6,1,611,1,4, - ,75, - , - ,1,9, - , - , - ,1,1,9,1,47,103,643,4,30, - , - , - ,2,2,1,56,2, - ,7,2, - ,1,3,19, - , - ,4,1,1,14,6, - ,11, - , - ,7, - , - , - ,4,52, - , - , - , - , - ,1, - , - ,46, - , - , - ,36, - , - ,9, - , - , - ,12, - ,2, - , - ,27,47,65, - ,92, - , - , - ,6, - ,1,245, - ,13, - ,4, - , - , - , - , - ,2,2, - ,20, - , - ,1,1,2,1, - ,26, - , - , - , - , - , - , - , - ,17, - ,224
